Author,Editor,Title,Journal,Publication Date,Electronic Date,PubMedID,PMC ID,Branch
"Darst BF, Shen J, Madduri RK, Rodriguez AA, Xiao Y, Sheng X, Saunders EJ, Dadaev T, Brook MN, Hoffmann TJ, Muir K, Wan P, Le Marchand L, Wilkens L, Wang Y, Schleutker J, MacInnis RJ, Cybulski C, Neal DE, Nordestgaard BG, Nielsen SF, Batra J, Clements JA, Cancer BioResource AP, Grönberg H, Pashayan N, Travis RC, Park JY, Albanes D, Weinstein S, Mucci LA, Hunter DJ, Penney KL, Tangen CM, Hamilton RJ, Parent MÉ, Stanford JL, Koutros S, Wolk A, Sørensen KD, Blot WJ, Yeboah ED, Mensah JE, Lu YJ, Schaid DJ, Thibodeau SN, West CM, Maier C, Kibel AS, Cancel-Tassin G, Menegaux F, John EM, Grindedal EM, Khaw KT, Ingles SA, Vega A, Rosenstein BS, Teixeira MR, NC-LA PCaP Investigators, Kogevinas M, Cannon-Albright L, Huff C, Multigner L, Kaneva R, Leach RJ, Brenner H, Hsing AW, Kittles RA, Murphy AB, Logothetis CJ, Neuhausen SL, Isaacs WB, Nemesure B, Hennis AJ, Carpten J, Pandha H, De Ruyck K, Xu J, Razack A, Teo SH, Canary PASS Investigators, Newcomb LF, Fowke JH, Neslund-Dudas C, Rybicki BA, Gamulin M, Usmani N, Claessens F, Gago-Dominguez M, Castelao JE, Townsend PA, Crawford DC, Petrovics G, Casey G, Roobol MJ, Hu JF, Berndt SI, Van Den Eeden SK, Easton DF, Chanock SJ, Cook MB, Wiklund F, Witte JS, Eeles RA, Kote-Jarai Z, Watya S, Gaziano JM, Justice AC, Conti DV, Haiman CA",,Evaluating approaches for constructing polygenic risk scores for prostate cancer in men of African and European ancestry.,Am J Hum Genet,2023 Jul 6,2023 Jun 12,37311464,PMC10357473,"TDRP/IIB, TDRP/MEB, TDRP/OEEB, OD, TDRP/BB, OD/LGS"
"Wang JH, Pfeiffer RM, Musgrove D, Castenson D, Fredrickson M, Miller J, Gonsalves L, Hsieh MC, Lynch CF, Zeng Y, Yu KJ, Hart A, Israni AK, Snyder JJ, Engels EA",,Cancer Mortality Among Solid Organ Transplant Recipients in the United States During 1987-2018.,Transplantation,2023 Nov 1,2023 Jun 9,37291711,PMC10615843,"TDRP/BB, TDRP/REB, TDRP/IIB"
"Barnes JM, Neff C, Han X, Kruchko C, Barnholtz-Sloan JS, Ostrom QT, Johnson KJ",,The association of Medicaid expansion and pediatric cancer overall survival.,J Natl Cancer Inst,2023 Jun 8,,36782354,PMC10248835,TDRP
"Boyle J, Ward MH, Cerhan JR, Rothman N, Wheeler DC",,Modeling historic neighborhood deprivation and non-Hodgkin lymphoma risk.,Environ Res,2023 Sep 1,2023 Jun 8,37295583,PMC10526976,TDRP/OEEB
"Lindström S, Wang L, Feng H, Majumdar A, Huo S, Macdonald J, Harrison T, Turman C, Chen H, Mancuso N, Bammler T, Breast Cancer Association Consortium (BCAC), Gallinger S, Gruber SB, Gunter MJ, Le Marchand L, Moreno V, Offit K, Colorectal Transdisciplinary Study (CORECT), Colon Cancer Family Registry Study (CCFR), Genetics And Epidemiology Of Colorectal Cancer Consortium (GECCO), De Vivo I, O'Mara TA, Spurdle AB, Tomlinson I, Endometrial Cancer Association Consortium (ECAC), Fitzgerald R, Gharahkhani P, Gockel I, Jankowski J, Macgregor S, Schumacher J, Barnholtz-Sloan J, Bondy ML, Houlston RS, Jenkins RB, Melin B, Wrensch M, Brennan P, Christiani DC, Johansson M, Mckay J, Aldrich MC, Amos CI, Landi MT, Tardon A, International Lung Cancer Consortium (ILCCO), Bishop DT, Demenais F, Goldstein AM, Iles MM, Kanetsky PA, Law MH, Ovarian Cancer Association Consortium (OCAC), Amundadottir LT, Stolzenberg-Solomon R, Wolpin BM, Pancreatic Cancer Cohort Consortium (Panscan), Klein A, Petersen G, Risch H, Pancreatic Cancer Case-Control Consortium (Panc4), The PRACTICAL Consortium, Chanock SJ, Purdue MP, Scelo G, Pharoah P, Kar S, Hung RJ, Pasaniuc B, Kraft P",,Genome-wide analyses characterize shared heritability among cancers and identify novel cancer susceptibility regions.,J Natl Cancer Inst,2023 Jun 8,,36929942,PMC10248849,"TDRP, TDRP/ITEB, OD/LGS, TDRP/LTG, TDRP/OEEB, OD, TDRP/CGB, TDRP/MEB"
"Martin-Giacalone BA, Richard MA, Scheurer ME, Khan J, Sok P, Shetty PB, Chanock SJ, Li SA, Yeager M, Marquez-Do DA, Barkauskas DA, Hall D, McEvoy MT, Brown AL, Sabo A, Scheet P, Huff CD, Skapek SX, Hawkins DS, Venkatramani R, Mirabello L, Lupo PJ",,Germline genetic variants and pediatric rhabdomyosarcoma outcomes: a report from the Children's Oncology Group.,J Natl Cancer Inst,2023 Jun 8,,36951526,PMC10248851,"OD/CGR, OD, TDRP/CGB, OD/LGS"
"Zhong J, Shi J, Amundadottir LT",,Artificial intelligence and improved early detection for pancreatic cancer.,Innovation (Camb),2023 Jul 10,2023 Jun 8,37416513,PMC10320238,"TDRP/BB, TDRP/LTG"
"Mburu W, Devesa SS, Check D, Shiels MS, Mbulaiteye SM",,Incidence of Burkitt lymphoma in the United States during 2000 to 2019.,Int J Cancer,2023 Sep 15,2023 Jun 6,37278097,PMC10524887,"TDRP/IIB, TDRP/ITEB, TDRP/BB"
"Wan W, Ge CB, Friesen MC, Locke SJ, Russ DE, Burstyn I, Baker CJO, Adisesh A, Lan Q, Rothman N, Huss A, van Tongeren M, Vermeulen R, Peters S",,"Automated Coding of Job Descriptions From a General Population Study: Overview of Existing Tools, Their Application and Comparison.",Ann Work Expo Health,2023 Jun 6,,36734402,PMC10243927,"TDRP/OEEB, TDRP"
"Kundu D, Mitra R, Albert PS, Gaskins JT",,A Bayesian hierarchical sparse factor model for estimating simultaneous covariance matrices for gestational outcomes in consecutive pregnancies.,Stat Med,2023 Aug 30,2023 Jun 5,37276864,,"TDRP/BB, TDRP/REB"
"Paul RL, Mille MM, Turkoglu DJ, Chen-Mayer HH",,Prompt gamma ray activation analysis for determining chemical composition of 3D printing and casting materials used in biomedical applications.,J Radioanal Nucl Chem,2023 Aug,2023 Jun 5,37545764,PMC10399705,TDRP/REB
"O'Connor LE, Hall KD, Herrick KA, Reedy J, Chung ST, Stagliano M, Courville AB, Sinha R, Freedman ND, Hong HG, Albert PS, Loftfield E",,Metabolomic Profiling of an Ultraprocessed Dietary Pattern in a Domiciled Randomized Controlled Crossover Feeding Trial.,J Nutr,2023 Aug,2023 Jun 3,37276937,PMC10447619,"TDRP/BB, TDRP/MEB"
"Vermeulen R, Lan Q, Qu Q, Linet MS, Zhang L, Li G, Portengen L, Vlaanderen J, Sungkyoon K, Hayes RB, Yin S, Smith MT, Rappaport SM, Rothman N",,Nonlinear low dose hematotoxicity of benzene; a pooled analyses of two studies among Chinese exposed workers.,Environ Int,2023 Jul,2023 Jun 3,37290291,,"TDRP/OEEB, TDRP, TDRP/REB"
"Flores-Toro JA, Jagu S, Armstrong GT, Arons DF, Aune GJ, Chanock SJ, Hawkins DS, Heath A, Helman LJ, Janeway KA, Levine JE, Miller E, Penberthy L, Roberts CWM, Shalley ER, Shern JF, Smith MA, Staudt LM, Volchenboum SL, Zhang J, Zenklusen JC, Lowy DR, Sharpless NE, Guidry Auvil JM, Kerlavage AR, Widemann BC, Reaman GH, Kibbe WA, Doroshow JH, Childhood Cancer Data Initiative Working Groups",,The Childhood Cancer Data Initiative: Using the Power of Data to Learn From and Improve Outcomes for Every Child and Young Adult With Pediatric Cancer.,J Clin Oncol,2023 Aug 20,2023 Jun 2,37267580,PMC10461939,"OD, OD/LGS, TDRP/REB, TDRP"
"García-Closas M, Ahearn TU, Gaudet MM, Hurson AN, Balasubramanian JB, Choudhury PP, Gerlanc NM, Patel B, Russ D, Abubakar M, Freedman ND, Wong WSW, Chanock SJ, Berrington de Gonzalez A, Almeida JS",,"Moving Toward Findable, Accessible, Interoperable, Reusable Practices in Epidemiologic Research.",Am J Epidemiol,2023 Jun 2,,36804665,PMC10505418,"TDRP/REB, OD, OD/LGS, TDRP/MEB, TDRP, TDRP/ITEB"
"Rossi NM, Dai J, Xie Y, Wangsa D, Heselmeyer-Haddad K, Lou H, Boland JF, Yeager M, Orozco R, Freites EA, Mirabello L, Gharzouzi E, Dean M",,Extrachromosomal Amplification of Human Papillomavirus Episomes Is a Mechanism of Cervical Carcinogenesis.,Cancer Res,2023 Jun 2,,36971511,PMC10239328,"TDRP/LTG, OD/CGR, TDRP/CGB"
"Calderon A, Guzman P, Murphy JD",,Epidemiological Patterns of Common Cancers in Costa Rica: An Overview up to 2020.,Open J Soc Sci,2023 Jun,2023 Jun 29,37663950,PMC10475317,TDRP/MEB
"Cortés-Ciriano I, Lee JJ, Xi R, Jain D, Jung YL, Yang L, Gordenin D, Klimczak LJ, Zhang CZ, Pellman DS, PCAWG Structural Variation Working Group, Park PJ, PCAWG Consortium",,"Author Correction: Comprehensive analysis of chromothripsis in 2,658 human cancers using whole-genome sequencing.",Nat Genet,2023 Jun,,36944733,PMC10260391,"TDRP/OEEB, OD/LGS, TDRP/ITEB, OD/CGR, TDRP/CGB, TDRP/BB, TDRP, OD"
"Gonzalez N, Rao N, Dean M, Lee D, Hurson AN, Baris D, Schwenn M, Johnson A, Prokunina-Olsson L, Friesen MC, Zhu B, Rothman N, Silverman DT, Koutros S",,Nitrated Polycyclic Aromatic Hydrocarbon (Nitro-PAH) Signatures and Somatic Mutations in Diesel Exhaust-Exposed Bladder Tumors.,Cancer Epidemiol Biomarkers Prev,2023 Jun 1,,36996403,PMC10239365,"TDRP/LTG, TDRP/ITEB, TDRP/BB, TDRP/OEEB"
"Kachuri L, Hoffmann TJ, Jiang Y, Berndt SI, Shelley JP, Schaffer KR, Machiela MJ, Freedman ND, Huang WY, Li SA, Easterlin R, Goodman PJ, Till C, Thompson I, Lilja H, Van Den Eeden SK, Chanock SJ, Haiman CA, Conti DV, Klein RJ, Mosley JD, Graff RE, Witte JS",,Genetically adjusted PSA levels for prostate cancer screening.,Nat Med,2023 Jun,2023 Jun 1,37264206,PMC10287565,"TDRP/MEB, TDRP/ITEB, OD, TDRP/OEEB, OD/LGS, OD/CGR"
"Landy R, Tan W, Killcoyne S, di Pietro M, Tang C, Juniat S, O'Donovan M, Goel N, Gehrung M, Fitzgerald R",,Real world implementation of non-endoscopic triage testing for Reflux disease and Barrett's oesophagus during COVID-19,Gut,2023 Jun,,,,TDRP/CGB
Lung Cancer Cohort Consortium (LC3),,The blood proteome of imminent lung cancer diagnosis.,Nat Commun,2023 Jun 1,2023 Jun 1,37264016,PMC10235023,"TDRP/MEB, TDRP/ITEB, TDRP/IIB"
"Ostrom Q, Price M, Neff C, Cioffi G, Waite K, Kruchko C, Barnholtz-Sloan J",,"Molecularly-Defined Medulloblastoma: Population-Level Patterns in the United States, 2018-2019",Neuro-Oncology,2023 Jun,,,,TDRP
"Rees D, Gianferante M, Kim J, Stavrou T, Reaman G, Freedman N, Diver W, Lori A, Morton L, Robison L, Armstrong G, Bhatia S, Goldstein A, Mirabello L",,Frequency of Pathogenic Germline Variants in Pediatric Medulloblastoma Survivors,Pediatr Blood Cancer,2023 Jun,,,,"TDRP/MEB, TDRP/CGB, TDRP/ITEB, TDRP/REB"
"Shin J, Seo Y, Li Y, Flavell R, Yeom Y, Kitahara C, Lee C",,Spatiotemporal patient-specific dosimetry using Monte Carlo simulations for radioactive iodine therapy,J Nucl Med,2023 Jun 1,,,,"TDRP/BB, TDRP/REB"
"Volesky-Avellaneda KD, Wang JH, Pfeiffer RM, Shiels MS, Yu KJ, Castenson D, Israni AK, Snyder JJ, Miller JM, Fredrickson M, Musgrove D, Engels EA",,"Causes of Death Among Adult Solid Organ Transplant Recipients in the United States, 1999-2019",Am J Transplant,2023 Jun,,,,"OD/CGR, TDRP/IIB, TDRP/BB"
"Volesky-Avellaneda KD, Miller JM, Israni AK, Snyder JJ, Fredrickson M, Zaun D, Yu KJ, Shiels MS, Pfeiffer RM, Engels EA",,Covid-19 Mortality Among Solid Organ Transplant Recipients in the United States During June to December 2020,Am J Transplant,2023 Jun,,,,"TDRP/BB, TDRP/REB, TDRP/IIB"
"Whelan G, Gierach G, Veiga L, Hardell K, Lang J, Patil S, Schonfeld S, Berrington de Gonzalez A, Vo J",,Association of surgery and radiotherapy with risk of thoracic soft tissue sarcoma among older survivors of breast cancer.,J Clin Oncol,2023 Jun 1,,,,"TDRP/ITEB, TDRP/REB"
"Woloshin S, Landsman V, Miller DG, Byrne J, Graubard BI, Feuer EJ",,Updating the Know Your Chances Website to Include Smoking Status as a Risk Factor for Mortality Estimates.,JAMA Netw Open,2023 Jun 1,2023 Jun 1,37289457,PMC10251216,TDRP/BB
"Zidane M, Haber M, Truong T, Rachédi F, Ory C, Chevillard S, Blanché H, Olaso R, Boland A, Conte É, Karimi M, Ren Y, Xhaard C, Souchard V, Gardon J, Taquet M, Bouville A, Deleuze JF, Drozdovitch V, de Vathaire F, Cazier JB",,Genetic factors for differentiated thyroid cancer in French Polynesia: new candidate loci.,Precis Clin Med,2023 Jun,2023 Jun 13,37383672,PMC10294640,TDRP/REB
"Shapiro JA, Gaonkar KS, Spielman SJ, Savonen CL, Bethell CJ, Jin R, Rathi KS, Zhu Y, Egolf LE, Farrow BK, Miller DP, Yang Y, Koganti T, Noureen N, Koptyra MP, Duong N, Santi M, Kim J, Robins S, Storm PB, Mack SC, Lilly JV, Xie HM, Jain P, Raman P, Rood BR, Lulla RR, Nazarian J, Kraya AA, Vaksman Z, Heath AP, Kline C, Scolaro L, Viaene AN, Huang X, Way GP, Foltz SM, Zhang B, Poetsch AR, Mueller S, Ennis BM, Prados M, Diskin SJ, Zheng S, Guo Y, Kannan S, Waanders AJ, Margol AS, Kim MC, Hanson D, Van Kuren N, Wong J, Kaufman RS, Coleman N, Blackden C, Cole KA, Mason JL, Madsen PJ, Koschmann CJ, Stewart DR, Wafula E, Brown MA, Resnick AC, Greene CS, Rokita JL, Taroni JN, Children’s Brain Tumor Network, Pacific Pediatric Neuro-Oncology Consortium",,OpenPBTA: The Open Pediatric Brain Tumor Atlas.,Cell Genom,2023 Jul 12,2023 May 31,37492101,PMC10363844,"OD/CGR, TDRP/CGB"
"Fan JH, Sun WY, Yang H, Wang XK, Abnet CC, Qiao YL",,Short-term and long-term effect of nutrition intervention in the Linxian Dysplasia Nutrition Intervention Trial and the reason for disappearance of the intervention effect: A cohort study.,Cancer,2023 Aug 1,2023 May 27,37243894,,TDRP/MEB
"Kim S, Caporaso NE, Gu F, Klerman EB, Albert PS",,Uncovering circadian rhythms in metabolic longitudinal data: A Bayesian latent class modeling approach.,Stat Med,2023 Aug 15,2023 May 26,37232457,PMC10629474,"TDRP/OEEB, TDRP/BB"
"Pyle LC, Kim J, Bradfield J, Damrauer SM, D'Andrea K, Einhorn LH, Godse R, Hakonarson H, Kanetsky PA, Kember RL, Jacobs LA, Maxwell KN, Rader DJ, Vaughn DJ, Weathers B, Wubbenhorst B, Regeneron Genetics Center Research Team, Cancer Genomics Research Laboratory, Greene MH, Nathanson KL, Stewart DR",,Germline Exome Sequencing for Men with Testicular Germ Cell Tumor Reveals Coding Defects in Chromosomal Segregation and Protein-targeting Genes.,Eur Urol,2024 Apr,2023 May 26,37246069,PMC10676450,TDRP/CGB
"Shi J, Shiraishi K, Choi J, Matsuo K, Chen TY, Dai J, Hung RJ, Chen K, Shu XO, Kim YT, Landi MT, Lin D, Zheng W, Yin Z, Zhou B, Song B, Wang J, Seow WJ, Song L, Chang IS, Hu W, Chien LH, Cai Q, Hong YC, Kim HN, Wu YL, Wong MP, Richardson BD, Funderburk KM, Li S, Zhang T, Breeze C, Wang Z, Blechter B, Bassig BA, Kim JH, Albanes D, Wong JYY, Shin MH, Chung LP, Yang Y, An SJ, Zheng H, Yatabe Y, Zhang XC, Kim YC, Caporaso NE, Chang J, Ho JCM, Kubo M, Daigo Y, Song M, Momozawa Y, Kamatani Y, Kobayashi M, Okubo K, Honda T, Hosgood DH, Kunitoh H, Patel H, Watanabe SI, Miyagi Y, Nakayama H, Matsumoto S, Horinouchi H, Tsuboi M, Hamamoto R, Goto K, Ohe Y, Takahashi A, Goto A, Minamiya Y, Hara M, Nishida Y, Takeuchi K, Wakai K, Matsuda K, Murakami Y, Shimizu K, Suzuki H, Saito M, Ohtaki Y, Tanaka K, Wu T, Wei F, Dai H, Machiela MJ, Su J, Kim YH, Oh IJ, Lee VHF, Chang GC, Tsai YH, Chen KY, Huang MS, Su WC, Chen YM, Seow A, Park JY, Kweon SS, Chen KC, Gao YT, Qian B, Wu C, Lu D, Liu J, Schwartz AG, Houlston R, Spitz MR, Gorlov IP, Wu X, Yang P, Lam S, Tardon A, Chen C, Bojesen SE, Johansson M, Risch A, Bickeböller H, Ji BT, Wichmann HE, Christiani DC, Rennert G, Arnold S, Brennan P, McKay J, Field JK, Shete SS, Le Marchand L, Liu G, Andrew A, Kiemeney LA, Zienolddiny-Narui S, Grankvist K, Johansson M, Cox A, Taylor F, Yuan JM, Lazarus P, Schabath MB, Aldrich MC, Jeon HS, Jiang SS, Sung JS, Chen CH, Hsiao CF, Jung YJ, Guo H, Hu Z, Burdett L, Yeager M, Hutchinson A, Hicks B, Liu J, Zhu B, Berndt SI, Wu W, Wang J, Li Y, Choi JE, Park KH, Sung SW, Liu L, Kang CH, Wang WC, Xu J, Guan P, Tan W, Yu CJ, Yang G, Sihoe ADL, Chen Y, Choi YY, Kim JS, Yoon HI, Park IK, Xu P, He Q, Wang CL, Hung HH, Vermeulen RCH, Cheng I, Wu J, Lim WY, Tsai FY, Chan JKC, Li J, Chen H, Lin HC, Jin L, Liu J, Sawada N, Yamaji T, Wyatt K, Li SA, Ma H, Zhu M, Wang Z, Cheng S, Li X, Ren Y, Chao A, Iwasaki M, Zhu J, Jiang G, Fei K, Wu G, Chen CY, Chen CJ, Yang PC, Yu J, Stevens VL, Fraumeni JF Jr, Chatterjee N, Gorlova OY, Hsiung CA, Amos CI, Shen H, Chanock SJ, Rothman N, Kohno T, Lan Q",,Genome-wide association study of lung adenocarcinoma in East Asia and comparison with a European population.,Nat Commun,2023 May 26,2023 May 26,37236969,PMC10220065,"TDRP/MEB, TDRP/ITEB, OD/LGS, TDRP/BB, TDRP/LTG, OD/CGR, OD, TDRP/OEEB, TDRP"
"Kwon TE, Pasqual E, Kitahara CM, Lee C",,Absorbed dose coefficients for adult thyroid cancer patients undergoing radioiodine therapy.,J Radiol Prot,2023 May 25,2023 May 25,37196645,,TDRP/REB
"Schiffman M, Mirabello L, Egemen D, Befano B, Xiao Y, Wentzensen N, Raine-Bennett T, Nayar R, Cheung LC, Rositch A, Beaty T, Perkins RB, de Sanjose S, Lorey T, Castle PE, Burk RD",,"The combined finding of HPV 16, 18, or 45 and cytologic Atypical Glandular Cells (AGC) indicates a greatly elevated risk of in situ and invasive cervical adenocarcinoma.",Gynecol Oncol,2023 Jul,2023 May 25,37243996,PMC11089431,"TDRP/BB, TDRP, TDRP/CGB"
"Gadalla SM, Greene MH",,Cancer in myotonic dystrophy: A new discovery in an old disease.,Muscle Nerve,2023 Aug,2023 May 24,37222138,,"TDRP/REB, TDRP/CGB"
"Hughes RL, Frankenfeld CL, Gohl DM, Huttenhower C, Jackson SA, Vandeputte D, Vogtmann E, Comstock SS, Kable ME",,Methods in Nutrition &amp; Gut Microbiome Research: An American Society for Nutrition Satellite Session [13 October 2022].,Nutrients,2023 May 24,2023 May 24,37299414,PMC10255073,TDRP/MEB
"Lee C, Yeom YS, Shin J, Streitmatter SW, Kitahara CM",,NCIRF: an organ dose calculator for patients undergoing radiography and fluoroscopy.,Biomed Phys Eng Express,2023 May 23,2023 May 23,37146592,PMC10773967,TDRP/REB
"Nemati S, Saeedi E, Lotfi F, Nahvijou A, Pirnejad H, Cheraghi M, Rezaeianzadeh A, Dolatkhah R, Bazarafshan A, Golpazir A, Yaghoobi-Ashrafi M, Abdi S, Alvand S, Ravankhah Z, Mohebbi E, Khosravi A, Etemadi A, Sheikh M, Roshandel G, Ghanbari-Motlagh A, Partovipour E, Najafi F, Malekzadeh R, Mohagheghi MA, Zendehdel K",,Regional disparities in cancer survival in Iran: Insight from a National Surveillance of Cancer Survival in Iran (IRANCANSURV).,Cancer Epidemiol,2023 Aug,2023 May 23,37229955,,TDRP/MEB
"Berrington de González A, Gibson TM, Lee C, Albert PS, Griffin KT, Kitahara CM, Liu D, Mille MM, Shin J, Bajaj BVM, Flood TE, Gallotto SL, Paganetti H, Ahmed SK, Eaton BR, Indelicato DJ, Milgrom SA, Palmer JD, Baliga S, Poppe MM, Tsang DS, Wong K, Yock TI",,The Pediatric Proton and Photon Therapy Comparison Cohort: Study Design for a Multicenter Retrospective Cohort to Investigate Subsequent Cancers After Pediatric Radiation Therapy.,Adv Radiat Oncol,2023 Nov-Dec,2023 May 21,38047226,PMC10692298,"TDRP/REB, TDRP/BB"
"Bhala S, Savage SA",,What is the future of telomere length testing in telomere biology disorders?,Expert Rev Hematol,2023 Jul-Dec,2023 May 19,37191632,PMC10330493,"OD, TDRP/CGB"
"Ish JL, Abubakar M, Fan S, Jones RR, Niehoff NM, Henry JE, Gierach GL, White AJ",,Outdoor air pollution and histologic composition of normal breast tissue.,Environ Int,2023 Jun,2023 May 19,37224678,PMC10247451,"TDRP/ITEB, TDRP/OEEB"
"Koutros S, Kiemeney LA, Pal Choudhury P, Milne RL, Lopez de Maturana E, Ye Y, Joseph V, Florez-Vargas O, Dyrskjøt L, Figueroa J, Dutta D, Giles GG, Hildebrandt MAT, Offit K, Kogevinas M, Weiderpass E, McCullough ML, Freedman ND, Albanes D, Kooperberg C, Cortessis VK, Karagas MR, Johnson A, Schwenn MR, Baris D, Furberg H, Bajorin DF, Cussenot O, Cancel-Tassin G, Benhamou S, Kraft P, Porru S, Carta A, Bishop T, Southey MC, Matullo G, Fletcher T, Kumar R, Taylor JA, Lamy P, Prip F, Kalisz M, Weinstein SJ, Hengstler JG, Selinski S, Harland M, Teo M, Kiltie AE, Tardón A, Serra C, Carrato A, García-Closas R, Lloreta J, Schned A, Lenz P, Riboli E, Brennan P, Tjønneland A, Otto T, Ovsiannikov D, Volkert F, Vermeulen SH, Aben KK, Galesloot TE, Turman C, De Vivo I, Giovannucci E, Hunter DJ, Hohensee C, Hunt R, Patel AV, Huang WY, Thorleifsson G, Gago-Dominguez M, Amiano P, Golka K, Stern MC, UROMOL Consortium, Yan W, Liu J, Li SA, Katta S, Hutchinson A, Hicks B, Wheeler WA, Purdue MP, McGlynn KA, Kitahara CM, Haiman CA, Greene MH, Rafnar T, Chatterjee N, Chanock SJ, Wu X, Real FX, Silverman DT, Garcia-Closas M, Stefansson K, Prokunina-Olsson L, Malats N, Rothman N",,Genome-wide Association Study of Bladder Cancer Reveals New Biological and Translational Insights.,Eur Urol,2023 Jul,2023 May 19,37210288,PMC10330197,"OD, OD/CGR, OD/LGS, TDRP, TDRP/CGB, TDRP/ITEB, TDRP/LTG, TDRP/MEB, TDRP/OEEB, TDRP/REB"
"McGee-Avila JK, Richmond J, Henry KA, Stroup AM, Tsui J",,Disparities in geospatial patterns of cancer care within urban counties and structural inequities in access to oncology care.,Health Serv Res,2023 Aug,2023 May 19,37208901,PMC10339178,TDRP/IIB
"Neff C, Price M, Cioffi G, Kruchko C, Waite KA, Barnholtz-Sloan JS, Ostrom QT",,Complete prevalence of primary malignant and nonmalignant brain tumors in comparison to other cancers in the United States.,Cancer,2023 Aug 15,2023 May 18,37199898,,TDRP
"Abalo KD, Malekzadeh-Milani S, Hascoët S, Dreuil S, Feuillet T, Damon C, Bouvaist H, Bouzguenda I, Cohen S, Dauphin C, Di Filippo S, Douchin S, Godart F, Guérin P, Helms P, Karsenty C, Lefort B, Mauran P, Ovaert C, Piéchaud JF, Thambo JB, Lee C, Little MP, Bonnet D, Bernier MO, Rage E",,Lympho-hematopoietic malignancies risk after exposure to low dose ionizing radiation during cardiac catheterization in childhood.,Eur J Epidemiol,2023 Jul,2023 May 16,37191831,PMC11281830,TDRP/REB
