row	Branches	BB	CGB	CGR	IIB	ITEB	LGS	LTG	MEB	OD	OEEB	REB	pmid_title
493	MEB,ITEB,OEEB	false	false	false	false	true	false	false	true	false	true	false	pmid:38180474 Lung Cancer in Ever- and Never-Smokers: Findings from Multi-Population GWAS Studies.;
494	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false	pmid:38528787 Pre-diagnostic free androgen and estradiol levels influence heart failure risk in both women and men: A prospective cohort study in the UK Biobank.;
495	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38466021 Personal history of cancer as a risk factor for second primary lung cancer: Implications for lung cancer screening.;
496	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38427927 Impact of Helicobacter pylori Infection and Treatment on Colorectal Cancer in a Large, Nationwide Cohort.;
497	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false	pmid:38112776 Genome-Wide Gene-Environment Interaction Analyses to Understand the Relationship between Red Meat and Processed Meat Intake and Colorectal Cancer Risk.;
498	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38426821 Predicting absolute risk for a person with missing risk factors.;
499	BB,REB,IIB	true	false	false	true	false	false	false	false	false	false	true	pmid:38424165 Solar ultraviolet radiation exposure, and incidence of childhood acute lymphocytic leukaemia and non-Hodgkin lymphoma in a US population-based dataset.;
500	MEB,OD,BB	true	false	false	false	false	false	false	true	true	false	false	pmid:38457606 Opioid use in cancer patients compared with noncancer pain patients in a veteran population.;
501	MEB,IIB	false	false	false	true	false	false	false	true	false	false	false	pmid:38473350 Sex Differences in Cancer Incidence Rates by Race and Ethnicity: Results from the Surveillance, Epidemiology, and End Results (SEER) Registry (2000-2019).;
502	ITEB	false	false	false	false	true	false	false	false	false	false	false	pmid:38422500 An Update on Prenatal Diethylstilbestrol Exposure and High-Grade Squamous Intraepithelial Lesions of the Lower Genital Tract.;
503	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false	pmid:38428594 Endocrine disrupting chemical mixture exposure and risk of papillary thyroid cancer in U.S. military personnel: A nested case-control study.;
504	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38408508 Genome-wide association studies and Mendelian randomization analyses provide insights into the causes of early-onset colorectal cancer.;
505	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38422874 Diesel exhaust and respiratory dust exposure in miners and chronic obstructive pulmonary disease (COPD) mortality in DEMS II.;
506	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false	pmid:39233714 A Comparison of Statistical Methods for Studying Interactions of Chemical Mixtures.;
507	MEB,OEEB	false	false	false	false	false	false	false	true	false	true	false	pmid:38388856 Age at lung cancer diagnosis in females versus males who never smoke by race and ethnicity.;
508	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38387361 The built environment and cancer survivorship: A scoping review.;
509	MEB,IIB,CGB	false	true	false	true	false	false	false	true	false	false	false	pmid:38383518 Global evaluation of lineage-specific human papillomavirus capsid antigenicity using antibodies elicited by natural infection.;
510	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:37652039 Correction to: Using a smartphone application to capture daily work activities: a longitudinal pilot study in a farming population.;
511	LTG,ITEB	false	false	false	false	true	false	true	false	false	false	false	pmid:38381705 Genome-wide association study identifies high-impact susceptibility loci for HCC in North America.;
512	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38373049 The global gastric cancer consortium: an update from the Stomach cancer Pooling (StoP) project.;
513	MEB,OEEB,LTG	false	false	false	false	false	false	true	true	false	true	false	pmid:38375919 Association between reproductive factors with lung cancer incidence and mortality: A pooled analysis of over 308,000 females in the Asia cohort consortium.;
514	REB,CGB,IIB	false	true	false	true	false	false	false	false	false	false	true	pmid:38387619 Outcomes in solid organ transplant recipients with a pretransplant diagnosis of melanoma.;
515	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:39206248 Radioiodine internal dose coefficients specific for Koreans.;
516	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38374065 Genetic influences on circulating retinol and its relationship to human health.;
517	REB,OEEB,BB	true	false	false	false	false	false	false	false	false	true	true	pmid:38377945 BMI and breast cancer risk around age at menopause.;
518	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38362905 Emotions and behaviours of child and adolescent psychiatric patients during the COVID-19 pandemic.;
519	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38365975 Occupational exposure to organic solvents and risk of bladder cancer.;
520	MEB,ITEB,OEEB	false	false	false	false	true	false	false	true	false	true	false	pmid:38117513 CYP2A6 Activity and Cigarette Consumption Interact in Smoking-Related Lung Cancer Susceptibility.;
521	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:38358528 Risk of hematologic malignant neoplasms from head CT radiation in children and adolescents presenting with minor head trauma: a nationwide population-based cohort study.;
522	CGB,BB,ITEB,OEEB	true	true	false	false	true	false	false	false	false	true	false	pmid:38238005 Phenotypic and genetically predicted leucocyte telomere length and lung cancer risk in the prospective UK Biobank.;
523	CGB,REB,LTG	false	true	false	false	false	false	true	false	false	false	true	pmid:38351125 Ambient ultraviolet radiation and ocular melanoma incidence in the United States, 2000-2019.;
524	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:38349672 enHanCCing knowledge of genetic factors in primary liver tumor.;
525	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38354883 Pesticide use and inflammatory bowel disease in licensed pesticide applicators and spouses in the Agricultural Health Study.;
526	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38354885 Individual and joint effects of prenatal PM(2.5) and maternal stress on child temperament.;
527	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false	pmid:38350331 Body size and risk of colorectal cancer molecular defined subtypes and pathways: Mendelian randomization analyses.;
528	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38350573 Nitrate exposure from drinking water and dietary sources among Iowa farmers using private wells.;
529	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38398816 Metabolomic Biomarkers of Dietary Approaches to Stop Hypertension (DASH) Dietary Patterns in Pregnant Women.;
530	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:37603725 Conjunctival squamous cell carcinoma in people with HIV in South Africa: time to renew efforts for novel oncogenic virus discovery?;
531	CGB,IIB	false	true	false	true	false	false	false	false	false	false	false	pmid:37701981 Autoimmune disease and the risk of anal cancer in the US population aged 66 years and over.;
532	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:37018759 Exposure to indoor light at night in relation to multiple dimensions of sleep health: findings from the Sister Study.;
533	REB	false	false	false	false	false	false	false	false	false	false	true	pmid:38232407 Absorbed dose coefficients for pediatric differentiated thyroid cancer patients undergoing radioiodine therapy.;
534	OEEB,CGB	false	true	false	false	false	false	false	false	false	true	false	pmid:38325367 The Mutographs biorepository: A unique genomic resource to study cancer around the world.;
535	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38398075 Projected Incidence of Hepatobiliary Cancers and Trends Based on Age, Race, and Gender in the United States.;
536	ITEB,OEEB,MEB	false	false	false	false	true	false	false	true	false	true	false	pmid:38317189 Impact of individual level uncertainty of lung cancer polygenic risk score (PRS) on risk stratification.;
537	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:37738677 Brain tumors in United States military veterans.;
538	OEEB	false	false	false	false	false	false	false	false	false	true	false	pmid:38303638 Modeling variation in mixture effects over space with a Bayesian spatially varying mixture model.;
539	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38303569 Accounting for informative observation process in transition models of binary longitudinal outcome: Application to medical record data.;
540	BB	true	false	false	false	false	false	false	false	false	false	false	pmid:38124529 Causal relationships between risk of venous thromboembolism and 18 cancers: a bidirectional Mendelian randomization analysis.;
541	IIB	false	false	false	true	false	false	false	false	false	false	false	pmid:37134225 Adenomyomas of the Gallbladder: An Analysis of Frequency, Clinicopathologic Associations, and Relationship to Carcinoma of a Malformative Lesion.;
542	MEB	false	false	false	false	false	false	false	true	false	false	false	pmid:38272606 Association of glycaemic index and glycaemic load with type 2 diabetes, cardiovascular disease, cancer, and all-cause mortality: a meta-analysis of mega cohorts of more than 100 000 participants.;
543	OEEB,MEB	false	false	false	false	false	false	false	true	false	true	false	pmid:37856832 Outdoor Ultrafine Particulate Matter and Risk of Lung Cancer in Southern California.;
544	REB,ITEB,MEB	false	false	false	false	true	false	false	true	false	false	true	pmid:38110618 Association of hormonal and reproductive factors with differentiated thyroid cancer risk in women: a pooled prospective cohort analysis.;
545	BB,OEEB	true	false	false	false	false	false	false	false	false	true	false	pmid:38381478 An Updated Evaluation of Atrazine-Cancer Incidence Associations among Pesticide Applicators in the Agricultural Health Study Cohort.;
